Date,Close
2011-04-20,53.470001220703125
2011-04-21,53.45000076293945
2011-04-25,53.90999984741211
2011-04-26,54.31999969482422
2011-04-27,54.88999938964844
2011-04-28,55.11000061035156
2011-04-29,55.099998474121094
2011-05-02,55.20000076293945
2011-05-03,55.5
2011-05-04,54.779998779296875
2011-05-05,54.36000061035156
2011-05-06,54.86000061035156
2011-05-09,55.02000045776367
2011-05-10,55.38999938964844
2011-05-11,54.9900016784668
2011-05-12,55.18000030517578
2011-05-13,55.11000061035156
2011-05-16,55.0
2011-05-17,54.95000076293945
2011-05-18,54.88999938964844
2011-05-19,55.060001373291016
2011-05-20,55.36000061035156
2011-05-23,54.75
2011-05-24,54.70000076293945
2011-05-25,54.560001373291016
2011-05-26,54.540000915527344
2011-05-27,54.68000030517578
2011-05-31,55.16999816894531
2011-06-01,54.209999084472656
2011-06-02,53.75
2011-06-03,53.31999969482422
2011-06-06,52.95000076293945
2011-06-07,52.869998931884766
2011-06-08,52.93000030517578
2011-06-09,53.060001373291016
2011-06-10,52.59000015258789
2011-06-13,52.689998626708984
2011-06-14,52.93000030517578
2011-06-15,52.599998474121094
2011-06-16,52.83000183105469
2011-06-17,53.209999084472656
2011-06-20,53.27000045776367
2011-06-21,53.119998931884766
2011-06-22,52.560001373291016
2011-06-23,51.939998626708984
2011-06-24,51.90999984741211
2011-06-27,52.2599983215332
2011-06-28,52.06999969482422
2011-06-29,52.29999923706055
2011-06-30,52.880001068115234
2011-07-01,53.41999816894531
2011-07-05,53.029998779296875
2011-07-06,53.2400016784668
2011-07-07,53.18000030517578
2011-07-08,52.81999969482422
2011-07-11,52.040000915527344
2011-07-12,52.220001220703125
2011-07-13,52.040000915527344
2011-07-14,51.880001068115234
2011-07-15,52.099998474121094
2011-07-18,51.54999923706055
2011-07-19,51.959999084472656
2011-07-20,51.88999938964844
2011-07-21,52.84000015258789
2011-07-22,52.2400016784668
2011-07-25,52.06999969482422
2011-07-26,51.81999969482422
2011-07-27,51.439998626708984
2011-07-28,51.040000915527344
2011-07-29,50.689998626708984
2011-08-01,50.43000030517578
2011-08-02,49.63999938964844
2011-08-03,49.68000030517578
2011-08-04,47.90999984741211
2011-08-05,48.47999954223633
2011-08-08,45.59000015258789
2011-08-09,47.709999084472656
2011-08-10,45.709999084472656
2011-08-11,47.970001220703125
2011-08-12,47.779998779296875
2011-08-15,49.4900016784668
2011-08-16,49.27000045776367
2011-08-17,49.95000076293945
2011-08-18,49.290000915527344
2011-08-19,48.7599983215332
2011-08-22,48.849998474121094
2011-08-23,50.06999969482422
2011-08-24,51.2599983215332
2011-08-25,50.540000915527344
2011-08-26,51.040000915527344
2011-08-29,52.06999969482422
2011-08-30,52.189998626708984
2011-08-31,52.52000045776367
2011-09-01,52.4900016784668
2011-09-02,51.65999984741211
2011-09-06,50.81999969482422
2011-09-07,52.13999938964844
2011-09-08,51.720001220703125
2011-09-09,50.310001373291016
2011-09-12,50.400001525878906
2011-09-13,50.90999984741211
2011-09-14,51.47999954223633
2011-09-15,52.2599983215332
2011-09-16,53.31999969482422
2011-09-19,52.56999969482422
2011-09-20,53.099998474121094
2011-09-21,51.33000183105469
2011-09-22,49.720001220703125
2011-09-23,50.18000030517578
2011-09-26,50.66999816894531
2011-09-27,51.0099983215332
2011-09-28,50.540000915527344
2011-09-29,51.40999984741211
2011-09-30,51.5
2011-10-03,49.83000183105469
2011-10-04,49.779998779296875
2011-10-05,50.02000045776367
2011-10-06,51.0
2011-10-07,50.93000030517578
2011-10-10,51.9900016784668
2011-10-11,51.779998779296875
2011-10-12,51.31999969482422
2011-10-13,51.7599983215332
2011-10-14,52.2599983215332
2011-10-17,52.31999969482422
2011-10-18,52.95000076293945
2011-10-19,53.150001525878906
2011-10-20,53.54999923706055
2011-10-21,54.529998779296875
2011-10-24,54.369998931884766
2011-10-25,53.86000061035156
2011-10-26,54.189998626708984
2011-10-27,54.66999816894531
2011-10-28,54.150001525878906
2011-10-31,53.72999954223633
2011-11-01,52.0
2011-11-02,53.0
2011-11-03,53.52000045776367
2011-11-04,53.58000183105469
2011-11-07,53.779998779296875
2011-11-08,54.349998474121094
2011-11-09,52.779998779296875
2011-11-10,53.04999923706055
2011-11-11,53.97999954223633
2011-11-14,53.27000045776367
2011-11-15,53.310001373291016
2011-11-16,52.61000061035156
2011-11-17,52.2400016784668
2011-11-18,53.18000030517578
2011-11-21,52.06999969482422
2011-11-22,51.5
2011-11-23,50.75
2011-11-25,50.880001068115234
2011-11-28,51.36000061035156
2011-11-29,51.65999984741211
2011-11-30,53.189998626708984
2011-12-01,53.189998626708984
2011-12-02,52.91999816894531
2011-12-05,53.310001373291016
2011-12-06,53.58000183105469
2011-12-07,53.029998779296875
2011-12-08,52.0099983215332
2011-12-09,52.529998779296875
2011-12-12,51.95000076293945
2011-12-13,52.7599983215332
2011-12-14,51.93000030517578
2011-12-15,52.7599983215332
2011-12-16,52.84000015258789
2011-12-19,52.060001373291016
2011-12-20,53.11000061035156
2011-12-21,54.33000183105469
2011-12-22,54.11000061035156
2011-12-23,54.619998931884766
2011-12-27,54.9900016784668
2011-12-28,54.470001220703125
2011-12-29,55.34000015258789
2011-12-30,55.0
2012-01-03,54.83000183105469
2012-01-04,55.27000045776367
2012-01-05,55.540000915527344
2012-01-06,55.849998474121094
2012-01-09,55.880001068115234
2012-01-10,56.04999923706055
2012-01-11,55.5099983215332
2012-01-12,55.52000045776367
2012-01-13,55.41999816894531
2012-01-17,55.91999816894531
2012-01-18,55.540000915527344
2012-01-19,55.63999938964844
2012-01-20,56.29999923706055
2012-01-23,56.220001220703125
2012-01-24,56.220001220703125
2012-01-25,57.189998626708984
2012-01-26,58.18000030517578
2012-01-27,57.66999816894531
2012-01-30,56.970001220703125
2012-01-31,56.900001525878906
2012-02-01,57.79999923706055
2012-02-02,57.61000061035156
2012-02-03,58.29999923706055
2012-02-06,57.459999084472656
2012-02-07,58.34000015258789
2012-02-08,58.310001373291016
2012-02-09,58.16999816894531
2012-02-10,57.5
2012-02-13,57.52000045776367
2012-02-14,57.4900016784668
2012-02-15,57.45000076293945
2012-02-16,57.959999084472656
2012-02-17,58.31999969482422
2012-02-21,58.2400016784668
2012-02-22,58.27000045776367
2012-02-23,57.66999816894531
2012-02-24,58.040000915527344
2012-02-27,57.900001525878906
2012-02-28,58.380001068115234
2012-02-29,59.2400016784668
2012-03-01,59.29999923706055
2012-03-02,58.88999938964844
2012-03-05,58.900001525878906
2012-03-06,58.31999969482422
2012-03-07,58.290000915527344
2012-03-08,58.45000076293945
2012-03-09,59.16999816894531
2012-03-12,59.65999984741211
2012-03-13,59.95000076293945
2012-03-14,59.08000183105469
2012-03-15,59.15999984741211
2012-03-16,58.709999084472656
2012-03-19,58.189998626708984
2012-03-20,58.70000076293945
2012-03-21,58.849998474121094
2012-03-22,58.29999923706055
2012-03-23,58.130001068115234
2012-03-26,58.619998931884766
2012-03-27,59.04999923706055
2012-03-28,58.36000061035156
2012-03-29,59.25
2012-03-30,59.959999084472656
2012-04-02,61.13999938964844
2012-04-03,62.279998779296875
2012-04-04,62.15999984741211
2012-04-05,62.43000030517578
2012-04-09,62.290000915527344
2012-04-10,62.0
2012-04-11,62.68000030517578
2012-04-12,62.88999938964844
2012-04-13,62.38999938964844
2012-04-16,63.18000030517578
2012-04-17,64.02999877929688
2012-04-18,63.45000076293945
2012-04-19,63.5099983215332
2012-04-20,64.51000213623047
2012-04-23,63.459999084472656
2012-04-24,64.08999633789062
2012-04-25,64.12000274658203
2012-04-26,63.90999984741211
2012-04-27,64.80000305175781
2012-04-30,64.73999786376953
2012-05-01,65.05999755859375
2012-05-02,63.880001068115234
2012-05-03,64.44999694824219
2012-05-04,64.91999816894531
2012-05-07,65.04000091552734
2012-05-08,64.73999786376953
2012-05-09,64.19000244140625
2012-05-10,64.97000122070312
2012-05-11,64.88999938964844
2012-05-14,64.73999786376953
2012-05-15,64.25
2012-05-16,63.91999816894531
2012-05-17,63.720001220703125
2012-05-18,63.439998626708984
2012-05-21,64.04000091552734
2012-05-22,64.0199966430664
2012-05-23,63.41999816894531
2012-05-24,64.05000305175781
2012-05-25,64.3499984741211
2012-05-29,64.7300033569336
2012-05-30,64.55000305175781
2012-05-31,65.01000213623047
2012-06-01,64.06999969482422
2012-06-04,64.33999633789062
2012-06-05,64.08000183105469
2012-06-06,65.37000274658203
2012-06-07,66.18000030517578
2012-06-08,66.7300033569336
2012-06-11,66.5199966430664
2012-06-12,66.94999694824219
2012-06-13,67.05999755859375
2012-06-14,67.48999786376953
2012-06-15,67.8499984741211
2012-06-18,68.7300033569336
2012-06-19,69.26000213623047
2012-06-20,68.5199966430664
2012-06-21,67.86000061035156
2012-06-22,67.19999694824219
2012-06-25,66.61000061035156
2012-06-26,67.70999908447266
2012-06-27,67.97000122070312
2012-06-28,68.19000244140625
2012-06-29,68.87999725341797
2012-07-02,69.4000015258789
2012-07-03,69.29000091552734
2012-07-05,68.77999877929688
2012-07-06,68.70999908447266
2012-07-09,68.48999786376953
2012-07-10,68.0999984741211
2012-07-11,68.45999908447266
2012-07-12,68.41000366210938
2012-07-13,69.02999877929688
2012-07-16,68.66000366210938
2012-07-17,69.51000213623047
2012-07-18,70.26000213623047
2012-07-19,70.43000030517578
2012-07-20,70.69000244140625
2012-07-23,69.43000030517578
2012-07-24,68.7699966430664
2012-07-25,68.06999969482422
2012-07-26,69.68000030517578
2012-07-27,70.86000061035156
2012-07-30,70.86000061035156
2012-07-31,70.41000366210938
2012-08-01,70.08000183105469
2012-08-02,69.2300033569336
2012-08-03,70.22000122070312
2012-08-06,69.72000122070312
2012-08-07,69.45999908447266
2012-08-08,68.88999938964844
2012-08-09,68.87999725341797
2012-08-10,69.02999877929688
2012-08-13,68.5999984741211
2012-08-14,69.33000183105469
2012-08-15,69.29000091552734
2012-08-16,68.91999816894531
2012-08-17,68.73999786376953
2012-08-20,68.83000183105469
2012-08-21,67.75
2012-08-22,67.75
2012-08-23,66.94999694824219
2012-08-24,67.18000030517578
2012-08-27,67.2300033569336
2012-08-28,66.73999786376953
2012-08-29,66.83000183105469
2012-08-30,66.4000015258789
2012-08-31,66.19999694824219
2012-09-04,66.12999725341797
2012-09-05,65.73999786376953
2012-09-06,66.79000091552734
2012-09-07,66.61000061035156
2012-09-10,66.56999969482422
2012-09-11,66.58999633789062
2012-09-12,66.29000091552734
2012-09-13,67.22000122070312
2012-09-14,65.79000091552734
2012-09-17,65.44999694824219
2012-09-18,64.68000030517578
2012-09-19,64.7300033569336
2012-09-20,64.79000091552734
2012-09-21,64.54000091552734
2012-09-24,65.01000213623047
2012-09-25,65.0199966430664
2012-09-26,64.13999938964844
2012-09-27,64.05999755859375
2012-09-28,64.48999786376953
2012-10-01,64.63999938964844
2012-10-02,65.11000061035156
2012-10-03,66.05999755859375
2012-10-04,66.38999938964844
2012-10-05,66.68000030517578
2012-10-08,66.91000366210938
2012-10-09,66.73999786376953
2012-10-10,66.76000213623047
2012-10-11,67.01000213623047
2012-10-12,66.87999725341797
2012-10-15,67.54000091552734
2012-10-16,67.87999725341797
2012-10-17,68.36000061035156
2012-10-18,68.3499984741211
2012-10-19,67.77999877929688
2012-10-22,68.08999633789062
2012-10-23,67.76000213623047
2012-10-24,67.66000366210938
2012-10-25,68.6500015258789
2012-10-26,68.9800033569336
2012-10-31,69.75
2012-11-01,68.98999786376953
2012-11-02,69.12999725341797
2012-11-05,68.23999786376953
2012-11-06,68.76000213623047
2012-11-07,67.0
2012-11-08,66.05999755859375
2012-11-09,65.79000091552734
2012-11-12,65.7699966430664
2012-11-13,66.19000244140625
2012-11-14,65.69999694824219
2012-11-15,65.19000244140625
2012-11-16,66.08000183105469
2012-11-19,65.91000366210938
2012-11-20,66.56999969482422
2012-11-21,66.30000305175781
2012-11-23,66.05000305175781
2012-11-26,66.77999877929688
2012-11-27,66.61000061035156
2012-11-28,67.4800033569336
2012-11-29,67.77999877929688
2012-11-30,68.41999816894531
2012-12-03,68.66000366210938
2012-12-04,68.23999786376953
2012-12-05,70.30000305175781
2012-12-06,71.5
2012-12-07,71.33999633789062
2012-12-10,71.22000122070312
2012-12-11,71.52999877929688
2012-12-12,71.36000061035156
2012-12-13,71.44000244140625
2012-12-14,71.5
2012-12-17,72.73999786376953
2012-12-18,72.6500015258789
2012-12-19,72.26000213623047
2012-12-20,71.94999694824219
2012-12-21,71.95999908447266
2012-12-24,71.70999908447266
2012-12-26,70.98999786376953
2012-12-27,70.73999786376953
2012-12-28,70.19000244140625
2012-12-31,70.94000244140625
2013-01-02,72.18000030517578
2013-01-03,71.95999908447266
2013-01-04,72.0
2013-01-07,71.8499984741211
2013-01-08,70.83999633789062
2013-01-09,71.37000274658203
2013-01-10,71.86000061035156
2013-01-11,71.83000183105469
2013-01-14,72.25
2013-01-15,72.69999694824219
2013-01-16,72.22000122070312
2013-01-17,72.66999816894531
2013-01-18,73.19000244140625
2013-01-22,74.01000213623047
2013-01-23,73.69000244140625
2013-01-24,73.97000122070312
2013-01-25,74.36000061035156
2013-01-28,74.58000183105469
2013-01-29,74.91999816894531
2013-01-30,75.08000183105469
2013-01-31,75.05000305175781
2013-02-01,75.7300033569336
2013-02-04,75.5
2013-02-05,75.79000091552734
2013-02-06,75.73999786376953
2013-02-07,75.68000030517578
2013-02-08,76.13999938964844
2013-02-11,75.76000213623047
2013-02-12,75.83000183105469
2013-02-13,76.33000183105469
2013-02-14,75.3499984741211
2013-02-15,75.62000274658203
2013-02-19,76.45999908447266
2013-02-20,75.97000122070312
2013-02-21,75.83000183105469
2013-02-22,76.79000091552734
2013-02-25,75.7300033569336
2013-02-26,77.05000305175781
2013-02-27,77.69999694824219
2013-02-28,77.76000213623047
2013-03-01,78.44999694824219
2013-03-04,78.9800033569336
2013-03-05,79.52999877929688
2013-03-06,79.2300033569336
2013-03-07,78.4800033569336
2013-03-08,78.6500015258789
2013-03-11,79.22000122070312
2013-03-12,78.80000305175781
2013-03-13,78.91999816894531
2013-03-14,79.23999786376953
2013-03-15,79.0199966430664
2013-03-18,78.76000213623047
2013-03-19,79.1500015258789
2013-03-20,79.9000015258789
2013-03-21,79.2699966430664
2013-03-22,79.8499984741211
2013-03-25,79.22000122070312
2013-03-26,80.18000030517578
2013-03-27,79.55999755859375
2013-03-28,79.94000244140625
2013-04-01,79.93000030517578
2013-04-02,80.58999633789062
2013-04-03,80.37999725341797
2013-04-04,81.16000366210938
2013-04-05,81.55999755859375
2013-04-08,82.52999877929688
2013-04-09,81.79000091552734
2013-04-10,82.08000183105469
2013-04-11,82.43000030517578
2013-04-12,82.43000030517578
2013-04-15,80.9800033569336
2013-04-16,81.30000305175781
2013-04-17,81.2300033569336
2013-04-18,81.25
2013-04-19,82.55000305175781
2013-04-22,82.08000183105469
2013-04-23,81.55999755859375
2013-04-24,81.55999755859375
2013-04-25,81.5199966430664
2013-04-26,81.77999877929688
2013-04-29,82.4800033569336
2013-04-30,82.8499984741211
2013-05-01,82.0999984741211
2013-05-02,83.26000213623047
2013-05-03,83.9000015258789
2013-05-06,82.75
2013-05-07,83.33000183105469
2013-05-08,82.81999969482422
2013-05-09,81.87999725341797
2013-05-10,81.5999984741211
2013-05-13,81.55000305175781
2013-05-14,82.30000305175781
2013-05-15,83.54000091552734
2013-05-16,82.98999786376953
2013-05-17,84.44999694824219
2013-05-20,84.5999984741211
2013-05-21,83.81999969482422
2013-05-22,81.6500015258789
2013-05-23,79.47000122070312
2013-05-24,79.5999984741211
2013-05-28,82.11000061035156
2013-05-29,80.76000213623047
2013-05-30,81.68000030517578
2013-05-31,81.30000305175781
2013-06-03,81.36000061035156
2013-06-04,80.12000274658203
2013-06-05,78.91000366210938
2013-06-06,80.05000305175781
2013-06-07,80.19000244140625
2013-06-10,79.77999877929688
2013-06-11,79.54000091552734
2013-06-12,78.36000061035156
2013-06-13,79.9800033569336
2013-06-14,80.3499984741211
2013-06-17,80.69000244140625
2013-06-18,82.05999755859375
2013-06-19,81.02999877929688
2013-06-20,78.70999908447266
2013-06-21,79.58999633789062
2013-06-24,80.2300033569336
2013-06-25,80.98999786376953
2013-06-26,82.37000274658203
2013-06-27,82.44000244140625
2013-06-28,81.76000213623047
2013-07-01,80.55000305175781
2013-07-02,80.4000015258789
2013-07-03,80.33000183105469
2013-07-05,79.7300033569336
2013-07-08,80.37999725341797
2013-07-09,80.95999908447266
2013-07-10,81.6500015258789
2013-07-11,83.08999633789062
2013-07-12,83.77999877929688
2013-07-15,85.45999908447266
2013-07-16,84.3499984741211
2013-07-17,84.83000183105469
2013-07-18,85.94999694824219
2013-07-19,86.8499984741211
2013-07-22,86.12999725341797
2013-07-23,86.8499984741211
2013-07-24,85.95999908447266
2013-07-25,87.11000061035156
2013-07-26,87.23999786376953
2013-07-29,87.08000183105469
2013-07-30,87.16000366210938
2013-07-31,87.62999725341797
2013-08-01,88.48999786376953
2013-08-02,88.5999984741211
2013-08-05,87.44999694824219
2013-08-06,87.66000366210938
2013-08-07,87.87000274658203
2013-08-08,87.5
2013-08-09,86.43000030517578
2013-08-12,86.1500015258789
2013-08-13,85.9000015258789
2013-08-14,85.48999786376953
2013-08-15,83.79000091552734
2013-08-16,82.87000274658203
2013-08-19,82.0999984741211
2013-08-20,83.20999908447266
2013-08-21,82.45999908447266
2013-08-22,83.33999633789062
2013-08-23,84.0
2013-08-26,83.54000091552734
2013-08-27,83.76000213623047
2013-08-28,84.43000030517578
2013-08-29,83.97000122070312
2013-08-30,84.41999816894531
2013-09-03,83.4000015258789
2013-09-04,83.26000213623047
2013-09-05,82.80000305175781
2013-09-06,83.5999984741211
2013-09-09,83.5199966430664
2013-09-10,83.62000274658203
2013-09-11,83.94999694824219
2013-09-12,84.36000061035156
2013-09-13,84.68000030517578
2013-09-16,85.22000122070312
2013-09-17,86.08000183105469
2013-09-18,88.7699966430664
2013-09-19,87.83000183105469
2013-09-20,86.75
2013-09-23,88.02999877929688
2013-09-24,87.70999908447266
2013-09-25,86.72000122070312
2013-09-26,87.04000091552734
2013-09-27,86.62000274658203
2013-09-30,85.5999984741211
2013-10-01,85.3499984741211
2013-10-02,85.62000274658203
2013-10-03,85.41000366210938
2013-10-04,85.48999786376953
2013-10-07,85.45999908447266
2013-10-08,85.43000030517578
2013-10-09,85.2300033569336
2013-10-10,87.25
2013-10-11,87.51000213623047
2013-10-14,87.05000305175781
2013-10-15,85.66000366210938
2013-10-16,87.69000244140625
2013-10-17,89.51000213623047
2013-10-18,90.43000030517578
2013-10-21,89.76000213623047
2013-10-22,90.76000213623047
2013-10-23,90.62000274658203
2013-10-24,90.06999969482422
2013-10-25,91.20999908447266
2013-10-28,91.16000366210938
2013-10-29,92.0999984741211
2013-10-30,91.81999969482422
2013-10-31,91.13999938964844
2013-11-01,91.72000122070312
2013-11-04,91.93000030517578
2013-11-05,90.4800033569336
2013-11-06,91.97000122070312
2013-11-07,90.13999938964844
2013-11-08,89.62999725341797
2013-11-11,89.63999938964844
2013-11-12,88.83000183105469
2013-11-13,89.48999786376953
2013-11-14,90.0
2013-11-15,91.16000366210938
2013-11-18,90.98999786376953
2013-11-19,90.51000213623047
2013-11-20,89.31999969482422
2013-11-21,89.80999755859375
2013-11-22,89.48999786376953
2013-11-25,89.33000183105469
2013-11-26,88.36000061035156
2013-11-27,88.5199966430664
2013-11-29,88.44000244140625
2013-12-02,88.05999755859375
2013-12-03,88.30000305175781
2013-12-04,87.98999786376953
2013-12-05,87.37999725341797
2013-12-06,88.06999969482422
2013-12-09,87.73999786376953
2013-12-10,87.87999725341797
2013-12-11,86.83999633789062
2013-12-12,86.61000061035156
2013-12-13,86.48999786376953
2013-12-16,86.9000015258789
2013-12-17,87.25
2013-12-18,88.44000244140625
2013-12-19,88.30999755859375
2013-12-20,89.80000305175781
2013-12-23,88.97000122070312
2013-12-24,89.45999908447266
2013-12-26,89.44999694824219
2013-12-27,89.19000244140625
2013-12-30,89.48999786376953
2013-12-31,89.76000213623047
2014-01-02,88.44000244140625
2014-01-03,88.80000305175781
2014-01-06,89.16000366210938
2014-01-07,90.5
2014-01-08,89.73999786376953
2014-01-09,90.33000183105469
2014-01-10,91.93000030517578
2014-01-13,90.86000061035156
2014-01-14,91.66999816894531
2014-01-15,92.0
2014-01-16,92.13999938964844
2014-01-17,91.94999694824219
2014-01-21,92.93000030517578
2014-01-22,92.80999755859375
2014-01-23,92.20999908447266
2014-01-24,90.27999877929688
2014-01-27,90.05999755859375
2014-01-28,90.19999694824219
2014-01-29,90.22000122070312
2014-01-30,91.5
2014-01-31,92.70999908447266
2014-02-03,91.94999694824219
2014-02-04,91.1500015258789
2014-02-05,90.4800033569336
2014-02-06,91.2300033569336
2014-02-07,92.23999786376953
2014-02-10,92.68000030517578
2014-02-11,93.5
2014-02-12,92.43000030517578
2014-02-13,92.9000015258789
2014-02-14,93.1500015258789
2014-02-18,93.41999816894531
2014-02-19,92.62999725341797
2014-02-20,92.93000030517578
2014-02-21,93.0
2014-02-24,92.56999969482422
2014-02-25,93.08000183105469
2014-02-26,92.30000305175781
2014-02-27,94.0999984741211
2014-02-28,94.47000122070312
2014-03-03,94.08000183105469
2014-03-04,94.94000244140625
2014-03-05,93.66000366210938
2014-03-06,93.61000061035156
2014-03-07,93.66999816894531
2014-03-10,94.16000366210938
2014-03-11,93.95999908447266
2014-03-12,94.58000183105469
2014-03-13,95.54000091552734
2014-03-14,95.91999816894531
2014-03-17,96.38999938964844
2014-03-18,96.44000244140625
2014-03-19,95.6500015258789
2014-03-20,96.16999816894531
2014-03-21,96.30000305175781
2014-03-24,96.13999938964844
2014-03-25,96.11000061035156
2014-03-26,95.91999816894531
2014-03-27,96.19999694824219
2014-03-28,95.75
2014-03-31,96.76000213623047
2014-04-01,96.45999908447266
2014-04-02,96.05000305175781
2014-04-03,96.08999633789062
2014-04-04,96.44000244140625
2014-04-07,95.56999969482422
2014-04-08,96.27999877929688
2014-04-09,96.81999969482422
2014-04-10,96.7300033569336
2014-04-11,96.41999816894531
2014-04-14,96.62999725341797
2014-04-15,96.8499984741211
2014-04-16,98.36000061035156
2014-04-17,97.12999725341797
2014-04-21,96.9000015258789
2014-04-22,96.66000366210938
2014-04-23,96.97000122070312
2014-04-24,97.19000244140625
2014-04-25,98.66000366210938
2014-04-28,99.44999694824219
2014-04-29,98.69999694824219
2014-04-30,98.61000061035156
2014-05-01,98.72000122070312
2014-05-02,98.08999633789062
2014-05-05,98.5999984741211
2014-05-06,98.75
2014-05-07,100.41000366210938
2014-05-08,99.62999725341797
2014-05-09,98.3499984741211
2014-05-12,97.87999725341797
2014-05-13,97.69000244140625
2014-05-14,98.48999786376953
2014-05-15,97.83999633789062
2014-05-16,98.19999694824219
2014-05-19,97.08000183105469
2014-05-20,97.16000366210938
2014-05-21,98.1500015258789
2014-05-22,98.5
2014-05-23,99.13999938964844
2014-05-27,99.05999755859375
2014-05-28,99.70999908447266
2014-05-29,100.05000305175781
2014-05-30,100.3499984741211
2014-06-02,100.47000122070312
2014-06-03,100.5199966430664
2014-06-04,100.25
2014-06-05,101.11000061035156
2014-06-06,100.70999908447266
2014-06-09,101.01000213623047
2014-06-10,100.16999816894531
2014-06-11,99.20999908447266
2014-06-12,99.7300033569336
2014-06-13,101.12000274658203
2014-06-16,101.66999816894531
2014-06-17,101.41000366210938
2014-06-18,104.12999725341797
2014-06-19,104.6500015258789
2014-06-20,103.95999908447266
2014-06-23,103.68000030517578
2014-06-24,104.16000366210938
2014-06-25,104.72000122070312
2014-06-26,104.5199966430664
2014-06-27,104.02999877929688
2014-06-30,104.70999908447266
2014-07-01,103.5
2014-07-02,102.16999816894531
2014-07-03,100.7300033569336
2014-07-07,101.45999908447266
2014-07-08,101.9800033569336
2014-07-09,102.23999786376953
2014-07-10,102.44999694824219
2014-07-11,102.23999786376953
2014-07-14,101.1500015258789
2014-07-15,101.80999755859375
2014-07-16,102.2300033569336
2014-07-17,101.58999633789062
2014-07-18,102.51000213623047
2014-07-21,102.11000061035156
2014-07-22,102.22000122070312
2014-07-23,102.05999755859375
2014-07-24,102.08000183105469
2014-07-25,101.54000091552734
2014-07-28,103.08999633789062
2014-07-29,102.94999694824219
2014-07-30,101.41000366210938
2014-07-31,99.70999908447266
2014-08-01,99.76000213623047
2014-08-04,99.5999984741211
2014-08-05,97.80000305175781
2014-08-06,97.25
2014-08-07,99.5199966430664
2014-08-08,100.94000244140625
2014-08-11,100.94999694824219
2014-08-12,100.79000091552734
2014-08-13,101.25
2014-08-14,102.37000274658203
2014-08-15,103.04000091552734
2014-08-18,102.80999755859375
2014-08-19,103.91000366210938
2014-08-20,103.83999633789062
2014-08-21,104.01000213623047
2014-08-22,103.37000274658203
2014-08-25,103.62999725341797
2014-08-26,102.47000122070312
2014-08-27,103.94000244140625
2014-08-28,104.87999725341797
2014-08-29,105.97000122070312
2014-09-02,105.56999969482422
2014-09-03,106.05000305175781
2014-09-04,106.11000061035156
2014-09-05,107.36000061035156
2014-09-08,107.20999908447266
2014-09-09,105.70999908447266
2014-09-10,104.87999725341797
2014-09-11,105.9800033569336
2014-09-12,103.61000061035156
2014-09-15,104.30999755859375
2014-09-16,105.13999938964844
2014-09-17,105.33999633789062
2014-09-18,105.33000183105469
2014-09-19,106.0
2014-09-22,105.31999969482422
2014-09-23,104.1500015258789
2014-09-24,104.20999908447266
2014-09-25,103.25
2014-09-26,103.76000213623047
2014-09-29,104.83000183105469
2014-09-30,105.37999725341797
2014-10-01,105.06999969482422
2014-10-02,104.88999938964844
2014-10-03,106.77999877929688
2014-10-06,106.97000122070312
